id,date,comp_symbol,analyzed_articles,sentiment_score,sentiment,entry_price,created_at,updated_at
41,2025-03-01,AAPL,20,0,neutral,238.02999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
56,2025-03-01,ADBE,10,-2,negative,440.7200012207031,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
59,2025-03-01,AMD,12,2,positive,98.2300033569336,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
43,2025-03-01,AMZN,13,2,positive,205.02000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
58,2025-03-01,CRM,10,-2,negative,293.05999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
53,2025-03-01,DIS,18,1,positive,112.79000091552734,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
46,2025-03-01,GOOGL,15,1,positive,167.00999450683594,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
57,2025-03-01,INTC,11,2,positive,22.739999771118164,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
49,2025-03-01,JPM,12,0,neutral,260.6199951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
54,2025-03-01,KO,13,1,positive,72.31999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
45,2025-03-01,META,18,-2,negative,655.0499877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
42,2025-03-01,MSFT,11,-2,negative,388.489990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
47,2025-03-01,NFLX,16,-2,negative,973.7000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
48,2025-03-01,NVDA,11,-2,negative,114.05999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
55,2025-03-01,PEP,12,-2,negative,155.99000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
52,2025-03-01,PG,20,1,positive,175.58999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
60,2025-03-01,PYPL,14,1,positive,69.75,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
44,2025-03-01,TSLA,17,-1,negative,284.6499938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
50,2025-03-01,V,16,-1,negative,361.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
51,2025-03-01,WMT,16,2,positive,97.58999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
61,2025-02-01,AAPL,13,0,neutral,228.00999450683594,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
76,2025-02-01,ADBE,18,0,neutral,438.6000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
79,2025-02-01,AMD,20,1,positive,114.2699966430664,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
63,2025-02-01,AMZN,18,-2,negative,237.4199981689453,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
78,2025-02-01,CRM,12,2,positive,339.239990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
73,2025-02-01,DIS,12,0,neutral,114.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
66,2025-02-01,GOOGL,17,-2,negative,201.22999572753906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
77,2025-02-01,INTC,18,-2,negative,19.3799991607666,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
69,2025-02-01,JPM,13,-1,negative,266.80999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
74,2025-02-01,KO,17,2,positive,63.349998474121094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
65,2025-02-01,META,20,0,neutral,697.4600219726562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
62,2025-02-01,MSFT,14,1,positive,410.9200134277344,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
67,2025-02-01,NFLX,11,2,positive,978.9400024414062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
68,2025-02-01,NVDA,12,-1,negative,116.66000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
75,2025-02-01,PEP,14,1,positive,150.27000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
72,2025-02-01,PG,14,2,positive,168.75999450683594,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
80,2025-02-01,PYPL,17,-2,negative,89.51000213623047,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
64,2025-02-01,TSLA,14,0,neutral,383.67999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
70,2025-02-01,V,14,-1,negative,345.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
71,2025-02-01,WMT,17,0,neutral,99.54000091552734,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
81,2025-01-01,AAPL,18,-2,negative,243.85000610351562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
96,2025-01-01,ADBE,19,1,positive,441.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
99,2025-01-01,AMD,16,1,positive,120.62999725341797,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
83,2025-01-01,AMZN,13,-2,negative,220.22000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
98,2025-01-01,CRM,20,-1,negative,330.6600036621094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
93,2025-01-01,DIS,15,-2,negative,110.81999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
86,2025-01-01,GOOGL,10,-1,negative,189.42999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
97,2025-01-01,INTC,13,-1,negative,20.219999313354492,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
89,2025-01-01,JPM,10,-2,negative,240.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
94,2025-01-01,KO,10,0,neutral,61.84000015258789,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
85,2025-01-01,META,15,2,positive,599.239990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
82,2025-01-01,MSFT,18,0,neutral,418.5799865722656,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
87,2025-01-01,NFLX,16,2,positive,886.72998046875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
88,2025-01-01,NVDA,20,1,positive,138.30999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
95,2025-01-01,PEP,20,-1,negative,150.2100067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
92,2025-01-01,PG,10,2,positive,165.97999572753906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
100,2025-01-01,PYPL,11,0,neutral,86.18000030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
84,2025-01-01,TSLA,12,0,neutral,379.2799987792969,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
90,2025-01-01,V,18,2,positive,314.3999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
91,2025-01-01,WMT,13,0,neutral,90.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
101,2024-12-01,AAPL,14,2,positive,239.58999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
116,2024-12-01,ADBE,12,1,positive,516.2000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
119,2024-12-01,AMD,13,1,positive,142.05999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
103,2024-12-01,AMZN,10,1,positive,210.7100067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
118,2024-12-01,CRM,20,1,positive,331.010009765625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
113,2024-12-01,DIS,10,-1,negative,117.16000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
106,2024-12-01,GOOGL,12,0,neutral,171.49000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
117,2024-12-01,INTC,16,-2,negative,23.93000030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
109,2024-12-01,JPM,20,-1,negative,246.25,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
114,2024-12-01,KO,11,1,positive,63.650001525878906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
105,2024-12-01,META,15,-2,negative,592.8300170898438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
102,2024-12-01,MSFT,15,2,positive,430.9800109863281,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
107,2024-12-01,NFLX,10,0,neutral,897.739990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
108,2024-12-01,NVDA,17,2,positive,138.6300048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
115,2024-12-01,PEP,17,-1,negative,163.0500030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
112,2024-12-01,PG,15,0,neutral,179.6999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
120,2024-12-01,PYPL,12,-1,negative,86.52999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
104,2024-12-01,TSLA,20,-1,negative,357.0899963378906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
110,2024-12-01,V,10,2,positive,316.6499938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
111,2024-12-01,WMT,18,-2,negative,92.63999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
121,2024-11-01,AAPL,18,2,positive,222.91000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
136,2024-11-01,ADBE,20,-1,negative,482.79998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
139,2024-11-01,AMD,13,2,positive,141.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
123,2024-11-01,AMZN,11,1,positive,197.92999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
138,2024-11-01,CRM,12,0,neutral,294.7200012207031,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
133,2024-11-01,DIS,20,-1,negative,95.80999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
126,2024-11-01,GOOGL,14,1,positive,171.2899932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
137,2024-11-01,INTC,11,1,positive,23.200000762939453,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
129,2024-11-01,JPM,11,2,positive,222.94000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
134,2024-11-01,KO,13,-2,negative,65.01000213623047,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
125,2024-11-01,META,15,2,positive,567.1599731445312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
122,2024-11-01,MSFT,12,1,positive,410.3699951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
127,2024-11-01,NFLX,19,2,positive,756.0999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
128,2024-11-01,NVDA,18,-1,negative,135.39999389648438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
135,2024-11-01,PEP,11,0,neutral,165.58999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
132,2024-11-01,PG,12,1,positive,165.10000610351562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
140,2024-11-01,PYPL,17,1,positive,77.25,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
124,2024-11-01,TSLA,15,2,positive,248.97999572753906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
130,2024-11-01,V,13,0,neutral,290.739990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
131,2024-11-01,WMT,17,1,positive,82.19000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
141,2024-10-01,AAPL,17,1,positive,226.2100067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
156,2024-10-01,ADBE,10,-1,negative,502.79998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
159,2024-10-01,AMD,15,-1,negative,159.75,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
143,2024-10-01,AMZN,14,-1,negative,185.1300048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
158,2024-10-01,CRM,10,-2,negative,270.8699951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
153,2024-10-01,DIS,12,0,neutral,94.05000305175781,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
146,2024-10-01,GOOGL,10,2,positive,166.99000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
157,2024-10-01,INTC,18,-2,negative,22.690000534057617,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
149,2024-10-01,JPM,20,1,positive,207.0399932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
154,2024-10-01,KO,14,0,neutral,71.70999908447266,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
145,2024-10-01,META,17,1,positive,576.469970703125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
142,2024-10-01,MSFT,17,1,positive,420.69000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
147,2024-10-01,NFLX,14,1,positive,706.1300048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
148,2024-10-01,NVDA,18,1,positive,117.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
155,2024-10-01,PEP,18,1,positive,171.3800048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
152,2024-10-01,PG,17,-1,negative,173.0399932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
160,2024-10-01,PYPL,12,2,positive,77.47000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
144,2024-10-01,TSLA,16,-1,negative,258.0199890136719,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
150,2024-10-01,V,18,2,positive,277.6000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
151,2024-10-01,WMT,13,1,positive,81.2699966430664,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
161,2024-09-01,AAPL,19,-1,negative,222.77000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
176,2024-09-01,ADBE,10,0,neutral,571.0399780273438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
179,2024-09-01,AMD,18,0,neutral,136.94000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
163,2024-09-01,AMZN,18,-1,negative,176.25,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
178,2024-09-01,CRM,14,1,positive,248.05999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
173,2024-09-01,DIS,13,0,neutral,89.12999725341797,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
166,2024-09-01,GOOGL,20,-1,negative,157.36000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
177,2024-09-01,INTC,18,2,positive,20.100000381469727,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
169,2024-09-01,JPM,17,0,neutral,220.3000030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
174,2024-09-01,KO,11,0,neutral,73.01000213623047,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
165,2024-09-01,META,14,-1,negative,511.760009765625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
162,2024-09-01,MSFT,18,1,positive,409.44000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
167,2024-09-01,NFLX,20,-1,negative,675.3200073242188,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
168,2024-09-01,NVDA,20,-2,negative,108.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
175,2024-09-01,PEP,20,0,neutral,177.5399932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
172,2024-09-01,PG,10,0,neutral,174.52000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
180,2024-09-01,PYPL,14,-1,negative,72.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
164,2024-09-01,TSLA,13,1,positive,210.60000610351562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
170,2024-09-01,V,20,-1,negative,278.5400085449219,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
171,2024-09-01,WMT,18,-1,negative,77.16999816894531,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
181,2024-08-01,AAPL,17,0,neutral,218.36000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
196,2024-08-01,ADBE,12,1,positive,546.4099731445312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
199,2024-08-01,AMD,16,-1,negative,132.5399932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
183,2024-08-01,AMZN,14,-1,negative,184.07000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
198,2024-08-01,CRM,20,0,neutral,253.05999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
193,2024-08-01,DIS,20,-2,negative,93.05000305175781,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
186,2024-08-01,GOOGL,12,1,positive,170.75999450683594,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
197,2024-08-01,INTC,20,-1,negative,29.049999237060547,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
189,2024-08-01,JPM,13,2,positive,207.9600067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
194,2024-08-01,KO,11,-2,negative,67.95999908447266,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
185,2024-08-01,META,10,1,positive,497.739990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
182,2024-08-01,MSFT,10,1,positive,417.1099853515625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
187,2024-08-01,NFLX,12,1,positive,624.8499755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
188,2024-08-01,NVDA,18,-1,negative,109.20999908447266,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
195,2024-08-01,PEP,12,-2,negative,174.9600067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
192,2024-08-01,PG,11,1,positive,165.69000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
200,2024-08-01,PYPL,13,0,neutral,65.30999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
184,2024-08-01,TSLA,17,-1,negative,216.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
190,2024-08-01,V,12,-1,negative,265.92999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
191,2024-08-01,WMT,14,0,neutral,69.79000091552734,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
201,2024-07-01,AAPL,11,-1,negative,216.75,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
216,2024-07-01,ADBE,17,-2,negative,560.010009765625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
219,2024-07-01,AMD,13,1,positive,157.69000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
203,2024-07-01,AMZN,11,-2,negative,197.1999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
218,2024-07-01,CRM,14,1,positive,256.2099914550781,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
213,2024-07-01,DIS,15,-2,negative,98.04000091552734,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
206,2024-07-01,GOOGL,16,-1,negative,182.99000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
217,2024-07-01,INTC,16,1,positive,30.84000015258789,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
209,2024-07-01,JPM,17,0,neutral,205.4499969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
214,2024-07-01,KO,18,2,positive,63.279998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
205,2024-07-01,META,14,2,positive,504.67999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
202,2024-07-01,MSFT,11,1,positive,456.7300109863281,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
207,2024-07-01,NFLX,14,-1,negative,673.6099853515625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
208,2024-07-01,NVDA,15,2,positive,124.30000305175781,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
215,2024-07-01,PEP,13,2,positive,162.88999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
212,2024-07-01,PG,14,2,positive,162.72000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
220,2024-07-01,PYPL,19,-1,negative,57.810001373291016,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
204,2024-07-01,TSLA,19,-2,negative,209.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
210,2024-07-01,V,12,1,positive,263.239990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
211,2024-07-01,WMT,20,-1,negative,67.4800033569336,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
221,2024-06-01,AAPL,11,2,positive,194.02999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
236,2024-06-01,ADBE,11,2,positive,439.0199890136719,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
239,2024-06-01,AMD,10,-2,negative,163.5500030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
223,2024-06-01,AMZN,17,1,positive,178.33999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
238,2024-06-01,CRM,20,0,neutral,236.6199951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
233,2024-06-01,DIS,18,-2,negative,102.7699966430664,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
226,2024-06-01,GOOGL,14,-1,negative,173.1699981689453,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
237,2024-06-01,INTC,14,2,positive,30.290000915527344,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
229,2024-06-01,JPM,15,2,positive,201.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
